id,Lon,Lat,IsoCorrAnomaly,MeanCurv,SI_TopoIso,LAB,LAB_LitMod,LAB_LitMod_Aus17,LAB_AN1,Moho,Moho_AN1,Moho_AN1_Aus17_Afr,Moho_LitMod_Aus17_Afr,Moho_Lloyd_Aus17_Afr,Moho_AN1_Shen_Aus17_Afr,Topo,Tectonics,Ridge,Transform,Trench,YoungRift,Volcanos,MagAnomaly,Sus,Sus_AN1,Sus_AN1_Aus17_Afr,Sus_LitMod_Aus17_Afr,Sus_Lloyd_Aus17_Afr,Sus_AN1_Shen_Aus17_Afr,Bz5,Bz400,Curie,Methane,IceTopography
121853,92.401884,28,15.69150695,0.014234921,0.427946899,75.79079833,75.79079833,75.79079833,75.79079833,65.07917471,65.07917471,65.07917471,65.07917471,65.07917471,65.07917471,4580.301364,1,1475.894422,527.9060625,119.685599,244.1752143,677.6400512,4984.573375,0.003320106,0.003299527,0.003299527,0.003299527,0.003299527,0.003299527,-45.893123,9.806642126,43.1421847,1847.304313,0
121854,92.967033,28,23.27871161,0.007519046,0.203462832,76.20174476,76.20174476,76.20174476,76.20174476,63.86887229,63.86887229,63.86887229,63.86887229,63.86887229,63.86887229,2552.181021,1,1462.725274,486.5936771,102.2346168,294.5857174,629.83184,40.07868311,0.003383477,0.003364834,0.003364834,0.003364834,0.003364834,0.003364834,26.96678174,10.84941313,44.35682689,1846.510784,0
121855,93.532182,28,-7.975090922,-0.000757412,-0.01974158,77.61784857,77.61784857,77.61784857,77.61784857,62.64387605,62.64387605,62.64387605,62.64387605,62.64387605,62.64387605,789.046161,1,1450.51727,446.0327813,81.32162753,341.6533331,582.1646323,-14.84444014,0.003450247,0.003434138,0.003434138,0.003434138,0.003434138,0.003434138,73.48311928,11.78763919,43.91441556,1845.31073,0
121856,94.097331,28,-38.34357138,-0.00800081,-0.175461116,83.14541472,83.14541472,83.14541472,83.14541472,61.39489728,61.39489728,61.39489728,61.39489728,61.39489728,61.39489728,1503.174141,1,1442.040035,406.2180359,56.06229099,340.8338688,535.0860612,-62.179346,0.003276919,0.003264096,0.003264096,0.003264096,0.003264096,0.003264096,97.66517116,12.50998709,43.05375399,1841.767235,0
121857,94.66248,28,-52.89205335,-0.011231128,-0.245297176,87.5976064,87.5976064,87.5976064,87.5976064,60.1564798,60.1564798,60.1564798,60.1564798,60.1564798,60.1564798,713.2252008,1,1434.70016,366.6713816,34.44250717,335.05064,490.7947677,-72.23312329,0.006105826,0.006085312,0.006085312,0.006085312,0.006085312,0.006085312,123.0022467,12.92631824,40.67616742,1838.980248,0
121858,95.22763,28,-55.58986769,-0.009620392,-0.233430889,89.38473504,89.38473504,89.38473504,89.38473504,58.94423387,58.94423387,58.94423387,58.94423387,58.94423387,58.94423387,253.2935004,1,1430.17896,327.7890599,21.84248842,316.96584,448.6715771,10.10587656,0.01575031,0.015711032,0.015711032,0.015711032,0.015711032,0.015711032,137.8341297,12.95487425,39.1034779,1838.068088,0
121864,98.618524,28,-41.56677452,-0.014626856,-0.452872885,103.4188976,103.4188976,103.4188976,103.4188976,54.32788939,54.32788939,54.32788939,54.32788939,54.32788939,54.32788939,2257.661684,3,1443.311218,137.1140006,201.7268166,359.7928493,311.7980041,88127.28809,0.010464938,0.010440009,0.010440009,0.010440009,0.010440009,0.010440009,-23.38282793,5.945977363,38.88335687,1852.04045,0
121865,99.183673,28,-30.66274613,-0.01619255,-0.489220833,107.4711443,107.4711443,107.4711443,107.4711443,54.29397967,54.29397967,54.29397967,54.29397967,54.29397967,54.29397967,3631.966143,3,1454.331623,125.8562336,255.020369,385.5071202,317.3419882,31623.77131,0.004186818,0.004176843,0.004176843,0.004176843,0.004176843,0.004176843,-18.84949927,4.668282749,39.55356325,1853.113109,0
121866,99.748823,28,-33.55147466,-0.01576507,-0.509074264,110.4033444,110.4033444,110.4033444,110.4033444,54.39070235,54.39070235,54.39070235,54.39070235,54.39070235,54.39070235,3501.663751,3,1466.969398,133.3634334,308.8241037,415.5136409,334.4004705,-9.907073136,0.004179278,0.004168012,0.004168012,0.004168012,0.004168012,0.004168012,-12.15308956,3.657760531,39.83739297,1853.825353,0
121867,100.31397,28,-29.13778396,-0.012883771,-0.526723111,111.9116197,111.9116197,111.9116197,111.9116197,54.65349579,54.65349579,54.65349579,54.65349579,54.65349579,54.65349579,3076.614106,3,1481.66322,164.7262677,363.2760206,450.9766238,358.7841038,-26.60060222,0.004607033,0.004596214,0.004596214,0.004596214,0.004596214,0.004596214,-11.37709502,2.91868616,40.53636574,1854.0794,0
121868,100.87912,28,-18.88209243,-0.008381247,-0.564398146,112.6548932,112.6548932,112.6548932,112.6548932,55.03571363,55.03571363,55.03571363,55.03571363,55.03571363,55.03571363,3645.004401,3,1498.8214,204.4697145,418.0315121,490.6669806,389.0281143,-29.51696489,0.004575504,0.004559661,0.004559661,0.004559661,0.004559661,0.004559661,-2.365651533,2.408830444,41.56746094,1852.683314,0
121869,101.44427,28,-2.32051884,-0.004365715,-0.62926268,113.0227848,113.0227848,113.0227848,113.0227848,55.47653102,55.47653102,55.47653102,55.47653102,55.47653102,55.47653102,3141.323603,3,1517.188775,248.3253536,472.9358225,532.4315708,426.0832118,-25.67298056,0.004546528,0.004530884,0.004530884,0.004530884,0.004530884,0.004530884,12.51159157,2.055578763,42.06408786,1850.477525,0
122476,85.173502,28.5,28.96011099,0.020791677,0.212823679,115.8261975,115.8261975,115.8261975,115.8261975,63.61896326,63.61896326,63.61896326,63.61896326,63.61896326,63.61896326,5164.365746,1,1858.242876,1179.037816,87.5803388,84.03823784,910.6058413,99999,0.003904147,0.003870861,0.003870861,0.003870861,0.003870861,0.003870861,-16.0129256,-0.967954753,38.27637486,1853.219038,0
122477,85.741325,28.5,39.49418028,0.021286561,0.225921441,110.4389935,110.4389935,110.4389935,110.4389935,65.76476693,65.76476693,65.76476693,65.76476693,65.76476693,65.76476693,5349.591001,1,1823.761825,1127.28075,100.9954455,46.35198596,939.4035372,99999,0.003778119,0.003746262,0.003746262,0.003746262,0.003746262,0.003746262,-50.06370225,-0.754325796,36.0421996,1853.435136,0
122478,86.309148,28.5,38.06704322,0.021411111,0.245319964,101.4829321,101.4829321,101.4829321,101.4829321,66.43479824,66.43479824,66.43479824,66.43479824,66.43479824,66.43479824,5496.56212,1.309148,1790.260268,1076.17668,119.7847065,32.80372884,970.1257001,99999,0.004233732,0.004214778,0.004214778,0.004214778,0.004214778,0.004214778,-85.46011237,-0.441050298,34.52815047,1849.63075,0
122479,86.876972,28.5,26.63152417,0.019479048,0.250308296,96.44507788,96.44507788,96.44507788,96.44507788,67.20284139,67.20284139,67.20284139,67.20284139,67.20284139,67.20284139,4900.981042,1.876972,1758.26654,1025.261006,139.7840803,37.36895216,1002.458189,99606.38661,0.004182568,0.004169578,0.004169578,0.004169578,0.004169578,0.004169578,-79.79352857,-0.005144233,33.61665458,1847.259927,0
122480,87.444795,28.5,14.80577,0.016748833,0.240179222,93.3909325,93.3909325,93.3909325,93.3909325,68.02050356,68.02050356,68.02050356,68.02050356,68.02050356,68.02050356,4289.942051,2.444795,1727.036275,974.4408475,160.3960526,51.10458975,1010.581736,99015.00339,0.004131986,0.004118751,0.004118751,0.004118751,0.004118751,0.004118751,-39.65905997,0.564564011,33.69553689,1845.61489,0
122481,88.012618,28.5,3.042252484,0.013820814,0.220396706,95.6649137,95.6649137,95.6649137,95.6649137,68.65362685,68.65362685,68.65362685,68.65362685,68.65362685,68.65362685,4307.365959,3,1698.3691,924.389616,162.0924278,40.14741922,1011.216378,48235.78731,0.004229827,0.004213043,0.004213043,0.004213043,0.004213043,0.004213043,-28.92731621,1.263000583,34.03372897,1843.508547,0
122482,88.580442,28.5,-1.23321082,0.011928848,0.21069836,98.23664445,98.23664445,98.23664445,98.23664445,69.20815488,69.20815488,69.20815488,69.20815488,69.20815488,69.20815488,4763.08202,3,1670.38011,874.4774144,162.5561574,28.00228421,976.9646583,10.90084241,0.00430904,0.004293193,0.004293193,0.004293193,0.004293193,0.004293193,-69.30342318,2.068006524,33.72848111,1841.663674,0
122483,89.148265,28.5,-5.159989839,0.011259918,0.224217999,99.13582028,99.13582028,99.13582028,99.13582028,69.40689207,69.40689207,69.40689207,69.40689207,69.40689207,69.40689207,4976.69475,3,1644.828075,824.9064734,167.8936901,24.77137212,941.1235256,9.644097238,0.004299496,0.004283732,0.004283732,0.004283732,0.004283732,0.004283732,-82.73634384,2.931667234,33.98309417,1841.704015,0
122484,89.716088,28.5,-8.100088779,0.011331904,0.264550927,99.29344655,99.29344655,99.29344655,99.29344655,69.72879934,69.72879934,69.72879934,69.72879934,69.72879934,69.72879934,5268.646079,3,1620.35648,775.9837964,171.5025221,28.70161622,900.7845257,18.11224188,0.004282704,0.004264882,0.004264882,0.004264882,0.004264882,0.004264882,-32.58387058,3.817907411,35.82199146,1842.538252,0
122485,90.283912,28.5,-6.628929584,0.012221545,0.340144424,98.2440214,98.2440214,98.2440214,98.2440214,70.25119638,70.25119638,70.25119638,70.25119638,70.25119638,70.25119638,5342.82976,2.787066,1597.64352,728.1162402,172.2974809,44.28838546,861.1481387,42.41001783,0.004166544,0.004144419,0.004144419,0.004144419,0.004144419,0.004144419,9.369832324,4.70524613,37.15959362,1844.664751,0
122486,90.851735,28.5,-0.746517435,0.013044441,0.430532717,96.09773405,96.09773405,96.09773405,96.09773405,70.40427236,70.40427236,70.40427236,70.40427236,70.40427236,70.40427236,5167.67425,2.36119875,1577.04101,681.8315542,174.780762,81.23599094,822.2145042,43.52500151,0.004158274,0.004128285,0.004128285,0.004128285,0.004128285,0.004128285,-34.47768878,5.59564947,37.99589593,1845.367087,0
122487,91.419558,28.5,-0.686667299,0.013750451,0.484082077,93.27758952,93.27758952,93.27758952,93.27758952,70.33045693,70.33045693,70.33045693,70.33045693,70.33045693,70.33045693,4944.323663,1.9353315,1557.735028,636.5192511,178.3012629,131.3066189,781.5640468,30.39768923,0.004166079,0.004138838,0.004138838,0.004138838,0.004138838,0.004138838,-122.9912793,6.510429934,39.62368216,1845.194495,0
122488,91.987382,28.5,-2.684419767,0.012846381,0.423388759,88.9375654,88.9375654,88.9375654,88.9375654,69.06255324,69.06255324,69.06255324,69.06255324,69.06255324,69.06255324,4695.08606,1.5094635,1541.353304,593.7900166,175.1446381,184.9937161,740.3068193,32.74143037,0.004019364,0.003993426,0.003993426,0.003993426,0.003993426,0.003993426,-142.8870886,7.468966905,41.53116934,1847.723445,0
122489,92.555205,28.5,8.395322532,0.010950505,0.296926075,84.94581225,84.94581225,84.94581225,84.94581225,67.59370453,67.59370453,67.59370453,67.59370453,67.59370453,67.59370453,4773.351399,1.5,1525.840695,551.9012423,168.6777656,239.3217617,693.5084245,35.63284974,0.003834266,0.003820192,0.003820192,0.003820192,0.003820192,0.003820192,-65.35066054,8.463068949,43.52404528,1850.44472,0
122490,93.123028,28.5,14.20468871,0.007987825,0.179050357,86.51728944,86.51728944,86.51728944,86.51728944,66.08897271,66.08897271,66.08897271,66.08897271,66.08897271,66.08897271,3243.490204,1.5,1513.916412,513.8571186,141.7061731,294.0598954,646.9298036,19.89896284,0.003917703,0.003907117,0.003907117,0.003907117,0.003907117,0.003907117,14.84017103,9.432960219,44.97429767,1850.811531,0
122491,93.690852,28.5,-0.114997158,0.004457371,0.08853651,90.16000691,90.16000691,90.16000691,90.16000691,64.61859239,64.61859239,64.61859239,64.61859239,64.61859239,64.61859239,2123.352318,1.5,1503.13722,474.5914705,110.4155514,341.7366015,601.6009759,-41.84427202,0.004003267,0.003995389,0.003995389,0.003995389,0.003995389,0.003995389,49.7412476,10.29374182,44.45573351,1849.492546,0
