Lon,Lat,HF,IsoCorrAnomaly,MeanCurv,MeanCurvGrad,SI_TopoIso,LAB,LAB_LitMod,LAB_LitMod_Aus17,LAB_AN1,LABGrad,Moho,Moho_AN1,Moho_AN1_Aus17_Afr,Moho_LitMod_Aus17_Afr,MohoGrad,Topo,TopoGrad,Tectonics,TectonicsGrad,Ridge,Transform,Trench,YoungRift,Volcanos,MagAnomaly,Sus,Sus_AN1,Sus_AN1_Aus17_Afr,Sus_LitMod_Aus17_Afr,SusGrad,Bz5,Bz5Grad,Bz400,Curie,Methane,IceTopography
92,37.5,40.988,-71.31953621,-0.039494113,1.33E-07,-0.971368855,70.82526779,70.82526779,70.82526779,70.82526779,3.89E-05,50.44499969,50.44499969,50.44499969,50.44499969,2.22E-05,3135.5,0.012876055,3,1.69E-06,2192.5,1355.5,1063.5,482.2000122,1077.272522,7.357969761,0.005493235,0.00550892,0.00550892,0.00550892,2.00E-08,-39.79450226,0.00041941,-4.436699867,31.74697113,1860.151978,0
92,38,46.166,-107.2289276,-0.041660081,1.00E-07,-0.926036661,70.85739326,70.85739326,70.85739326,70.85739326,5.11E-05,50.64750004,50.64750004,50.64750004,50.64750004,3.06E-05,2705.75,0.019879039,3,2.25E-06,2145.25,1403.25,1116.25,426.9000015,1085.218018,0.518533707,0.005012076,0.00503149,0.00503149,0.00503149,1.17E-07,-58.03475189,0.000152891,-4.132400036,32.44903183,1858.997467,0
92,38.5,49.95,-72.58387375,-0.038783119,1.04E-07,-0.854595876,70.88951874,70.88951874,70.88951874,70.88951874,6.32E-05,50.85000038,50.85000038,50.85000038,50.85000038,3.91E-05,2721.75,0.001418566,3,2.25E-06,2098,1451,1169,371.5999908,1098.577026,-6.320902348,0.017004334,0.017057396,0.017057396,0.017057396,1.30E-07,-41.43424988,0.000679399,-3.729300022,34.64439583,1857.842957,0
92.5,37.5,46.77,-84.64606953,-0.043418573,1.11E-07,-0.967605623,71.75017548,71.75017548,71.75017548,71.75017548,5.19E-05,51.47000122,51.47000122,51.47000122,51.47000122,2.41E-05,2829.25,0.008683183,3,1.69E-06,2170,1332,1049,480.7000122,1120.913757,-11.41871738,0.005005447,0.005011335,0.005011335,0.005011335,2.34E-09,-37.07025146,0.000355791,-4.279500008,32.5367527,1863.61499,0
92.5,37.5,63.157,-84.64606953,-0.043418573,1.11E-07,-0.967605623,71.75017548,71.75017548,71.75017548,71.75017548,5.19E-05,51.47000122,51.47000122,51.47000122,51.47000122,2.41E-05,2829.25,0.008683183,3,1.69E-06,2170,1332,1049,480.7000122,1120.913757,-11.41871738,0.005005447,0.005011335,0.005011335,0.005011335,2.34E-09,-37.07025146,0.000355791,-4.279500008,32.5367527,1863.61499,0
92.5,38,53.217,-113.9210434,-0.045038998,6.50E-08,-0.919313636,71.37735748,71.37735748,71.37735748,71.37735748,6.93E-05,52.05000114,52.05000114,52.05000114,52.05000114,3.62E-05,2722.25,0.005310737,3,2.25E-06,2122.5,1380.5,1102.5,425.3000031,1128.28302,1.683568954,0.004685191,0.004683471,0.004683471,0.004683471,1.09E-07,-45.19249725,0.000396193,-4.066699982,33.44667625,1860.904968,0
92.5,38.5,33.013,-75.05504608,-0.040770673,1.11E-07,-0.871458224,71.00453949,71.00453949,71.00453949,71.00453949,8.66E-05,52.63000107,52.63000107,52.63000107,52.63000107,4.83E-05,2704,0.000969424,3,2.34E-06,2075,1429,1156,369.8999939,1131.579773,14.78585529,0.016437354,0.016425606,0.016425606,0.016425606,1.98E-07,-20.45072365,0.00076051,-3.767299891,34.91658974,1858.194946,0
93,37.5,51.842,-97.97260284,-0.045898311,8.34E-08,-0.940807922,74.65928268,74.65928268,74.65928268,74.65928268,7.36E-05,52.5150013,52.5150013,52.5150013,52.5150013,2.97E-05,2757.75,0.00358154,3,1.69E-06,2149,1311,1038,473.9000092,1164.554993,-8.082698107,0.004906779,0.004906171,0.004906171,0.004906171,2.77E-09,-17.81984901,0.0005698,-4.118400097,33.32653427,1861.257507,0
93,43.5,48.768,-64.36004066,-0.02557573,3.86E-08,-0.922437563,62.84639359,62.84639359,62.84639359,62.84639359,7.95E-05,47.57500076,47.57500076,47.57500076,47.57500076,5.38E-06,3405.250001,0.196819865,2,3.17E-06,1597.5,1925,1691.5,6.5200001,745.2774963,-1.398021698,0.011488446,0.011488895,0.011488895,0.011488895,7.04E-09,-21.82044983,0.001031322,2.397599936,33.74517822,1862.098511,0
93.5,37.5,27.924,-99.6140976,-0.046622127,4.96E-08,-0.915660778,77.56838989,77.56838989,77.56838989,77.56838989,9.52E-05,53.56000137,53.56000137,53.56000137,53.56000137,3.53E-05,2693.25,0.000470312,3,1.69E-06,2128,1290,1027,467.1000061,1199.935242,-4.746678829,0.0048165,0.004815854,0.004815854,0.004815854,3.29E-09,10.23082542,0.000663056,-3.970400095,33.41473579,1858.900024,0
93.5,38,45.924,-110.4375305,-0.045674654,8.62E-08,-0.91761201,81.70480347,81.70480347,81.70480347,81.70480347,0.000178092,55.5150013,55.5150013,55.5150013,55.5150013,4.97E-05,2813.75,0.022604076,3,2.25E-06,2079,1340.5,1081.5,411.6000061,1197.836487,-9.503712893,0.004397081,0.004367887,0.004367887,0.004367887,1.24E-08,-12.6413002,0.000218928,-3.927599907,34.38372231,1857.005005,0
93.5,38.5,42.012,-70.61431503,-0.039260119,1.44E-07,-0.9200878,85.84121704,85.84121704,85.84121704,85.84121704,0.000260965,57.47000122,57.47000122,57.47000122,57.47000122,6.41E-05,2740.25,0.003423959,3,2.52E-06,2030,1391,1136,356.1000061,1168.734985,-14.26074696,0.00958142,0.009527797,0.009527797,0.009527797,2.34E-07,-7.720899582,0.000421875,-3.819499969,35.10266781,1855.109985,0
94,37.5,52.258,-101.2555923,-0.045436549,4.89E-08,-0.897472273,82.46169281,82.46169281,82.46169281,82.46169281,0.000137021,54.08500099,54.08500099,54.08500099,54.08500099,5.09E-05,2687,0.001988967,3,1.69E-06,2107,1272,1019.5,468.1000061,1235.315491,-45.73267245,0.004703224,0.004694539,0.004694539,0.004694539,5.57E-09,32.57949829,0.000689065,-3.85010004,33.50293732,1859.835022,0
94,38,35.006,-100.2619019,-0.043290376,1.14E-07,-0.917881471,91.51228714,91.51228714,91.51228714,91.51228714,0.000206026,57.35750103,57.35750103,57.35750103,57.35750103,4.97E-05,2767.25,0.001517497,3,2.25E-06,2058,1323.25,1074.5,412.7250061,1224.324951,-46.07253516,0.004279123,0.004216373,0.004216373,0.004216373,1.12E-08,-12.92747498,0.000557265,-3.882100105,34.32312393,1859.094269,0
94.5,37.5,48.279,-90.7235136,-0.043075803,6.68E-08,-0.883666329,87.35499573,87.35499573,87.35499573,87.35499573,0.000178822,54.61000061,54.61000061,54.61000061,54.61000061,6.66E-05,2795.5,0.014863971,3,1.26E-06,2086,1254,1012,469.1000061,1241.660248,-86.71866608,0.004609108,0.004612899,0.004612899,0.004612899,5.38E-09,36.36275101,0.00084355,-3.766799927,32.57662249,1860.77002,0
94.5,37.5,46.198,-90.7235136,-0.043075803,6.68E-08,-0.883666329,87.35499573,87.35499573,87.35499573,87.35499573,0.000178822,54.61000061,54.61000061,54.61000061,54.61000061,6.66E-05,2795.5,0.014863971,3,1.26E-06,2086,1254,1012,469.1000061,1241.660248,-86.71866608,0.004609108,0.004612899,0.004612899,0.004612899,5.38E-09,36.36275101,0.00084355,-3.766799927,32.57662249,1860.77002,0
94.5,38,52.062,-77.70107841,-0.040143043,1.16E-07,-0.911962163,101.3197708,101.3197708,101.3197708,101.3197708,0.00023396,59.20000076,59.20000076,59.20000076,59.20000076,4.96E-05,2847.75,0.007806199,3,1.69E-06,2037,1306,1067.5,413.8500061,1209.628479,-82.64135742,0.004187653,0.004119587,0.004119587,0.004119587,9.17E-09,-23.995924,0.000824891,-3.863699913,33.2224617,1861.183533,0
94.5,38.5,44.713,-52.8542738,-0.033824471,1.33E-07,-0.979584611,115.2845459,115.2845459,115.2845459,115.2845459,0.000289099,63.79000092,63.79000092,63.79000092,63.79000092,3.27E-05,3183,0.018480947,3,2.19E-06,1988,1358,1123,358.6000061,1157.618225,-78.56404877,0.006775012,0.006658082,0.006658082,0.006658082,1.38E-07,-50.51650238,0.000371454,-3.907999992,33.99316216,1861.597046,0
95,36,46.695,-28.4798851,-0.024804519,1.18E-07,-0.775042616,85.48601151,85.48601151,85.48601151,85.48601151,7.21E-05,50.30500126,50.30500126,50.30500126,50.30500126,2.86E-05,4104.500001,0.116160423,3,0,2213,1083.75,842.6500092,640.2250061,1242.467041,26.0792011,0.009699815,0.00988013,0.00988013,0.00988013,1.04E-07,-6.471149921,0.000461416,-3.345499992,32.1690712,1854.738525,0
95,37.5,49.813,-80.19143486,-0.040251731,6.34E-08,-0.875596353,88.51945114,88.51945114,88.51945114,88.51945114,0.000180931,54.01000023,54.01000023,54.01000023,54.01000023,6.55E-05,3141.25,0.02199429,3,8.43E-07,2066.5,1239,1009,474.3500061,1248.005005,-74.6476326,0.004643286,0.004671653,0.004671653,0.004671653,5.57E-09,23.16785049,0.00090326,-3.724100113,31.65030766,1860.504517,0
95,38,55.142,-55.14025497,-0.037434846,1.04E-07,-0.9008149,103.3672428,103.3672428,103.3672428,103.3672428,0.000223303,58.72000027,58.72000027,58.72000027,58.72000027,4.50E-05,3218.25,0.024102641,3,1.12E-06,2017.25,1291.75,1064.5,419.1000061,1194.932007,-59.51504278,0.004201474,0.004144049,0.004144049,0.004144049,9.48E-09,-36.10700226,0.000759125,-3.874200106,32.12179947,1861.211029,0
95,38.5,46.369,-42.00613594,-0.031809556,1.13E-07,-0.963112245,118.2150345,118.2150345,118.2150345,118.2150345,0.000265674,63.43000031,63.43000031,63.43000031,63.43000031,2.45E-05,4230.75,0.075638952,3,1.77E-06,1968,1344.5,1120,363.8500061,1142.348999,-44.38245296,0.006763619,0.006641924,0.006641924,0.006641924,1.05E-07,-59.79475021,2.62E-05,-3.975399971,32.96977234,1861.917541,0
95.5,37.5,58.901,-75.91967106,-0.03787333,4.98E-08,-0.874179116,89.68390656,89.68390656,89.68390656,89.68390656,0.000183041,53.40999985,53.40999985,53.40999985,53.40999985,6.45E-05,3173,0.000402848,3,4.22E-07,2047,1224,1006,479.6000061,1236.155762,-62.57659912,0.004666157,0.004702963,0.004702963,0.004702963,5.53E-09,7.505924702,0.000682131,-3.721100092,30.24837637,1860.239014,0
95.5,38.5,49.757,-46.49587536,-0.030777017,9.07E-08,-0.948509595,121.1455231,121.1455231,121.1455231,121.1455231,0.000242249,63.06999969,63.06999969,63.06999969,63.06999969,1.63E-05,4025.75,0.020251784,3,1.35E-06,1948,1331,1117,369.1000061,1129.566742,-10.20085716,0.006790405,0.006710954,0.006710954,0.006710954,1.59E-07,-48.73249817,0.000388406,-4.056499958,31.64288807,1862.238037,0
95.5,41.5,65.314,-62.91265392,-0.02708828,2.53E-08,-0.937772018,131.4931946,131.4931946,131.4931946,131.4931946,0.000314142,47.72000122,47.72000122,47.72000122,47.72000122,1.68E-05,1860.75,0.00872739,2,3.05E-06,1656,1654,1451,43.09999847,817.0362549,-65.98444366,0.008246396,0.008250334,0.008250334,0.008250334,1.08E-07,-18.11802483,0.000459954,-2.29189992,33.98412037,1864.209961,0
96,37.5,53.287,-71.64790726,-0.036309302,2.77E-08,-0.887256491,87.11951065,87.11951065,87.11951065,87.11951065,0.000141855,55.21500015,55.21500015,55.21500015,55.21500015,6.03E-05,3425.5,0.028897632,3,0,2029,1212.5,1007,484.25,1224.306519,-56.48636818,0.004601741,0.004626464,0.004626464,0.004626464,4.63E-09,3.526074886,0.000442114,-3.753999949,28.84644508,1858.531494,0
98,39,67.291,-27.69265747,-0.026942856,4.22E-08,-0.843125639,88.19449806,88.19449806,88.19449806,88.19449806,0.000132937,59.41499996,59.41499996,59.41499996,59.41499996,5.08E-05,3504.749999,0.061480615,3,0,1805.5,1345.5,1191.5,359.0500031,1026.884033,-18.84815788,0.011161137,0.010957804,0.010957804,0.010957804,9.43E-08,-41.77899933,0.00018257,-4.595200062,27.41522789,1852.948761,0
98,39.5,59.346,-49.27396774,-0.025418296,1.80E-08,-0.834298468,89.05626297,89.05626297,89.05626297,89.05626297,0.000162808,56.90999985,56.90999985,56.90999985,56.90999985,6.82E-05,3083.749999,0.179289148,3,0,1754.5,1401,1246,308.6500092,971.9465027,-30.42097569,0.010413919,0.010320555,0.010320555,0.010320555,2.46E-08,-25.90175056,0.00031302,-4.605700016,27.92949772,1851.741028,0
98,40,54.926,-70.85527802,-0.025043772,1.97E-08,-0.867484183,86.86367416,86.86367416,86.86367416,86.86367416,0.000195119,52.44750023,52.44750023,52.44750023,52.44750023,6.57E-05,1924.750001,0.129597576,3,0,1704,1456.25,1301,261.3250046,917.0089722,-27.97844577,0.012109832,0.012075061,0.012075061,0.012075061,1.74E-08,-8.854374886,0.000227886,-4.516900063,28.44376755,1853.694275,0
98.5,24.5,78.66,-32.52721548,-0.006757395,8.87E-08,-0.35027499,62.97338486,62.97338486,62.97338486,62.97338486,2.92E-05,36.95000076,36.95000076,36.95000076,36.95000076,2.61E-05,1293.749999,0.084623711,3,9.38E-07,1058,178.8000031,393.7999878,133.8000031,101.0744972,99999,0.01412076,0.014180787,0.014180787,0.014180787,9.29E-08,-31.12900162,0.000170615,3.748300076,25,1833.307983,0
98.5,25,92.029,-34.36958408,-0.007009447,9.49E-08,-0.35743904,64.72332573,64.72332573,64.72332573,64.72332573,4.00E-05,38.90999985,38.90999985,38.90999985,38.90999985,3.46E-05,1641.5,0.021139325,3,1.88E-06,1112.5,143.3500023,346.3499908,133.25,56.43000031,99999,0.015978518,0.016082393,0.016082393,0.016082393,9.10E-08,-43.40000153,0.000394611,4.80340004,25,1836.134521,0
98.5,40,42.899,-68.28800964,-0.025572713,3.56E-09,-0.86067079,78.7039566,78.7039566,78.7039566,78.7039566,0.000160223,51.67000008,51.67000008,51.67000008,51.67000008,6.96E-05,1349.75,0.011332588,3,7.34E-07,1686,1452.5,1308,283.5,911.9734802,-26.20930576,0.012128687,0.012101898,0.012101898,0.012101898,3.73E-08,-4.176575184,0.000130572,-4.532999992,28.73498154,1854.221558,0
99,24,74.889,-25.37598038,-0.010223815,5.18E-08,-0.468216576,62.45996475,62.45996475,62.45996475,62.45996475,2.42E-05,36.05500031,36.05500031,36.05500031,36.05500031,1.75E-05,1892.999998,0.101630881,3,0,1018.075012,185.5750027,469.625,196.2000046,145.7189941,49997.98697,0.01519735,0.015303524,0.015303524,0.015303524,7.78E-08,-23.06775093,0.000156081,1.407799959,25,1833.82901,0
99,24.5,75.962,-24.82039547,-0.010408043,5.48E-08,-0.457399501,63.11831665,63.11831665,63.11831665,63.11831665,2.84E-05,36.90500069,36.90500069,36.90500069,36.90500069,2.41E-05,1502.750007,0.300761826,3,6.25E-07,1071.5,146.2000008,421.1999969,181.6500015,101.0744972,50000.15763,0.012858498,0.012928908,0.012928908,0.012928908,8.15E-09,-24.50300026,0.000238431,2.423500061,25,1835.361511,0
99,39.5,53.341,-56.16808891,-0.025260647,7.54E-09,-0.834804266,77.97541428,77.97541428,77.97541428,77.97541428,0.000119188,53.68499947,53.68499947,53.68499947,53.68499947,7.25E-05,1497.5,0.010228301,3,1.46E-06,1721,1396.5,1263.5,353.5,962.3494873,0.564434052,0.011683534,0.011604094,0.011604094,0.011604094,4.02E-08,1.853925109,0.000349439,-4.58409977,28.18570232,1852.255005,0
99.5,20,86.282,-23.89679909,-0.005788171,1.47E-08,-0.265349604,52.41514206,52.41514206,52.41514206,52.41514206,2.09E-05,35.82999992,35.82999992,35.82999992,35.82999992,9.56E-06,723.4999986,0.067177173,3,0,627.8500061,214.4500046,673.5,238.4500046,454.2789917,50003.64167,0.015088848,0.015087888,0.015087888,0.015087888,4.24E-08,-0.183044955,8.59E-05,-4.554299831,27.86747646,1824.406006,0
99.5,25.5,73.045,-32.53838873,-0.013169334,1.63E-08,-0.496543158,67.69650269,67.69650269,67.69650269,67.69650269,5.56E-05,40.06000137,40.06000137,40.06000137,40.06000137,3.99E-05,1775.750001,0.062922553,3,9.38E-07,1191,58.09999847,367.6000061,228.1999969,120.4034977,11.95211601,0.011796884,0.011868351,0.011868351,0.011868351,1.18E-08,-27.68774986,0.000584881,2.975899935,27.23738813,1839.536987,0
99.5,40.5,63.18,-55.71115017,-0.025472091,6.80E-09,-0.865367122,65.47245026,65.47245026,65.47245026,65.47245026,7.61E-05,43.59999847,43.59999847,43.59999847,43.59999847,5.01E-05,1315.75,0.011167246,3,1.84E-06,1601,1507,1381,301.1000061,849.8974915,-15.81574726,0.014332116,0.014442383,0.014442383,0.014442383,1.04E-07,-26.28224945,0.000546639,-4.28030014,29.78574324,1855.628052,0
100,20.5,62.528,-22.13925171,-0.007058129,2.83E-08,-0.354158362,54.01644897,54.01644897,54.01644897,54.01644897,2.63E-05,35.96000099,35.96000099,35.96000099,35.96000099,9.11E-06,512.2499986,0.073507732,3,0,703.6000061,197.8000031,739.7000122,286.9000015,480.2929993,99999,0.016187799,0.016181669,0.016181669,0.016181669,6.18E-08,-8.318200111,0.000217545,-4.951399803,26.90453434,1824.848511,0
100,22.5,71.223,-34.5814724,-0.011653611,9.39E-09,-0.560617233,60.01827812,60.01827812,60.01827812,60.01827812,2.18E-05,35.22000122,35.22000122,35.22000122,35.22000122,7.97E-06,1484.999997,0.136972533,3,0,897.75,224.4999924,663.8999939,319.3000031,340.4205017,19.65820599,0.021197281,0.021237487,0.021237487,0.021237487,1.28E-07,-16.54167557,0.000263842,-2.934299946,24.87742901,1831.859497,0
100,23,75.525,-29.43387985,-0.011961631,5.73E-09,-0.578245174,60.83911133,60.83911133,60.83911133,60.83911133,1.77E-05,35.39250088,35.39250088,35.39250088,35.39250088,9.67E-06,1801.500001,0.076194496,3,0,948.4750061,189.3749962,616.8249969,314.1750031,290.7770081,11.88991153,0.019762541,0.019852415,0.019852415,0.019852415,1.96E-07,-13.14437485,0.000241947,-2.172600031,25,1832.435242,0
100,26,77.842,-32.1281662,-0.012547906,4.76E-08,-0.498874528,70.82222176,70.82222176,70.82222176,70.82222176,9.62E-05,43.7149992,43.7149992,43.7149992,43.7149992,5.08E-05,2638,0.081981858,3,0,1260,44.65250003,380.0250015,298.0999947,172.9519959,9.778220892,0.014953931,0.01510094,0.01510094,0.01510094,1.21E-07,-13.1637001,0.000430802,2.594099998,29.21033478,1843.726257,0
100,26.5,93.673,-33.42543793,-0.012573463,6.49E-08,-0.480925366,75.24846268,75.24846268,75.24846268,75.24846268,0.000131126,46.5549984,46.5549984,46.5549984,46.5549984,5.54E-05,2994.999997,0.138967406,3,0,1313,45.24000049,352.25,318.6999969,210.0534973,9.352930069,0.006754005,0.006798616,0.006798616,0.006798616,1.91E-07,-16.6447506,0.000299382,3.047100067,32.77414703,1846.117493,0
100.5,20,55.475,-17.48373413,-0.005413184,2.50E-08,-0.334371601,52.8445034,52.8445034,52.8445034,52.8445034,2.50E-05,36.65000153,36.65000153,36.65000153,36.65000153,8.87E-06,541.9999981,0.101435931,3,5.98E-07,689.4500122,124.420002,775.8500061,340.9499969,552.4369965,50001.63202,0.012200989,0.012196977,0.012196977,0.012196977,3.61E-08,-34.91549683,0.000375685,-5.655200005,27.24596119,1823.093018,0
100.5,26,79.195,-29.72849464,-0.009430816,7.33E-08,-0.494606064,70.03001785,70.03001785,70.03001785,70.03001785,0.000103531,44.5549984,44.5549984,44.5549984,44.5549984,5.50E-05,1795.250003,0.136143493,3,6.25E-07,1275.5,56.2850008,423.1999969,344.0499878,218.8325043,8.133425713,0.007038168,0.007067858,0.007067858,0.007067858,1.64E-07,3.798574924,0.000348951,1.798499942,30.39042473,1844.478027,0
100.5,26.5,69.523,-26.92561984,-0.008535763,9.11E-08,-0.439355349,74.96457672,74.96457672,74.96457672,74.96457672,0.000140305,47.41999817,47.41999817,47.41999817,47.41999817,5.73E-05,2016.250001,0.115050214,3,7.87E-07,1328,82.54000092,398.3999939,361.2999878,250.6182556,7.811944008,0.004839676,0.004848213,0.004848213,0.004848213,5.76E-09,-0.448574901,0.000477168,2.269299984,34.06042862,1845.822998,0
101,19.5,55.411,-17.85764217,-0.004742503,1.52E-08,-0.358173634,52.47860527,52.47860527,52.47860527,52.47860527,2.78E-05,37.30500031,37.30500031,37.30500031,37.30500031,7.86E-06,573.5000007,0.056562695,3,8.97E-07,684.5500183,49.63500047,812.3500061,395,618.5954895,50001.63202,0.012710539,0.012697806,0.012697806,0.012697806,1.47E-08,-51.74649811,0.000244049,-6.057600021,28.06657219,1821.169006,0
101,22,57.454,-29.53123856,-0.010562465,1.40E-08,-0.598428032,58.2801199,58.2801199,58.2801199,58.2801199,2.10E-05,36.23250008,36.23250008,36.23250008,36.23250008,1.00E-05,1108.75,0.063093781,3,1.21E-06,900.3250122,156.7499981,765.8000031,413.7749939,440,50008.03166,0.0143149,0.014341963,0.014341963,0.014341963,9.35E-08,-22.98175049,0.000114226,-4.64470005,24.07862663,1830.204285,0
101,23,51.442,-27.293293,-0.011332811,6.26E-09,-0.648488028,59.96287155,59.96287155,59.96287155,59.96287155,1.62E-05,36.36500072,36.36500072,36.36500072,36.36500072,1.21E-05,1445.750002,0.098067142,3,6.06E-07,994.875,113.4099979,676.4499969,414.1749954,354.5289917,8.938514352,0.014464714,0.014513747,0.014513747,0.014513747,1.72E-08,-21.47200012,0.000119256,-3.277299881,24.45829964,1832.58902,0
101,36.5,104.472,-56.75998497,-0.02512306,5.94E-08,-0.967551349,86.96292877,86.96292877,86.96292877,86.96292877,8.25E-05,55.93999863,55.93999863,55.93999863,55.93999863,2.61E-05,3790.999998,0.160248184,3,1.65E-06,1982.5,1076,1014.600006,653.7000122,1187.815491,-41.832798,0.017605109,0.017576362,0.017576362,0.017576362,2.66E-07,-31.23349953,0.000129323,-4.303899765,29.51119804,1851.453003,0
101.5,23,59.139,-30.17102242,-0.011235278,3.31E-09,-0.661444842,59.36943436,59.36943436,59.36943436,59.36943436,1.73E-05,36.95000076,36.95000076,36.95000076,36.95000076,1.30E-05,1224.249998,0.120275141,3,9.09E-07,1020.299988,76.36999893,708.7999878,464.1999969,393.7119904,-3.708272696,0.013812853,0.013851132,0.013851132,0.013851132,3.38E-08,-13.75824928,0.000160261,-3.679899931,24.73423672,1832.814026,0
101.5,25,76.734,-22.60351849,-0.007966138,3.61E-08,-0.72142385,61.70969009,61.70969009,61.70969009,61.70969009,5.76E-05,42.31500053,42.31500053,42.31500053,42.31500053,5.21E-05,1913.5,0.026826385,3,9.38E-07,1214,71.06999779,564.75,427.3499908,302.9610062,4.489012957,0.013792021,0.013853539,0.013853539,0.013853539,2.05E-08,-3.447403431,7.68E-05,-0.690880001,28.05070209,1839.656494,0
101.5,26,68.276,-19.83248854,-0.003483666,4.98E-08,-0.468941162,71.50707626,71.50707626,71.50707626,71.50707626,0.00012539,48.81999969,48.81999969,48.81999969,48.81999969,5.28E-05,2012.250002,0.102080534,3,1.88E-06,1314.5,140.4000015,514.1500092,439.5,312.8495026,13.38086009,0.008512974,0.008428315,0.008428315,0.008428315,2.12E-07,31.49674988,0.000489691,0.616100013,32.6815834,1843.148499,0
101.5,26.5,48.914,-14.93597746,-0.001370874,4.52E-08,-0.208810969,78.21534729,78.21534729,78.21534729,78.21534729,0.000162259,51.91999817,51.91999817,51.91999817,51.91999817,4.19E-05,1601.499998,0.079340196,3,2.36E-06,1365,171.1000061,493.3999939,452.6000061,336.0335083,30.10061073,0.004478865,0.004442083,0.004442083,0.004442083,9.70E-08,55.96350098,0.000313617,1.128200054,35.86375713,1843.765991,0
101.5,27,66.288,-10.03946638,-0.000418268,3.41E-08,-0.066573548,88.60334396,88.60334396,88.60334396,88.60334396,0.000192501,52.94999886,52.94999886,52.94999886,52.94999886,3.26E-05,1870.500001,0.10996625,3,2.85E-06,1416,197.1500015,484.0999908,477.6500092,359.217514,3.46432209,0.004363884,0.004333584,0.004333584,0.004333584,2.02E-09,50.85275269,0.000380081,1.526200056,39.04593086,1845.502991,0
101.5,36,87.59,-58.51902199,-0.023942256,5.30E-08,-0.962471733,80.12734222,80.12734222,80.12734222,80.12734222,0.000109744,55.95499992,55.95499992,55.95499992,55.95499992,2.83E-05,2573.749999,0.086124044,3,1.69E-06,2025,1028.850006,989.1000061,597.1000061,1180.659485,-37.71146463,0.010531507,0.010508182,0.010508182,0.010508182,2.05E-07,-21.20224953,0.00024444,-4.149000168,29.97310543,1852.423462,0
101.5,37.5,74.959,-42.4112978,-0.021963617,1.81E-08,-0.841923921,83.15840149,83.15840149,83.15840149,83.15840149,0.000128311,52.79000092,52.79000092,52.79000092,52.79000092,2.81E-05,3092.999999,0.039153618,2,3.00E-06,1863,1192,1133,657.2000122,1093.869232,-25.18414688,0.011188052,0.011179582,0.011179582,0.011179582,8.70E-08,-22.20999908,0.000128518,-4.291699886,30.95912123,1855.588989,0
102,24,75.098,-22.89553642,-0.010804958,1.97E-08,-0.706111248,58.50742912,58.50742912,58.50742912,58.50742912,2.27E-05,38.61999989,38.61999989,38.61999989,38.61999989,2.72E-05,1889.499999,0.091388367,3,0,1142.75,52.51750088,670.875,491.6749954,379.072998,-5.656202763,0.012842294,0.012964542,0.012964542,0.012964542,5.22E-08,25.46500015,0.000117171,-2.599100113,27.23705101,1836.620026,0
102,26,54.89,-12.33615398,-0.003322243,4.41E-08,-0.410698481,73.7763443,73.7763443,73.7763443,73.7763443,0.000140194,48.91499996,48.91499996,48.91499996,48.91499996,4.76E-05,1287.750002,0.130107002,3,2.50E-06,1337,180.1499977,560.8750076,488.125,360.9859924,6.319001794,0.013914787,0.013712914,0.013712914,0.013712914,7.65E-08,22.63895035,0.000661194,0.108790003,33.79265213,1843.961731,0
102,26.5,64.02,-9.446153164,-0.001357332,4.28E-08,-0.205714307,81.75000381,81.75000381,81.75000381,81.75000381,0.000172351,51.60499954,51.60499954,51.60499954,51.60499954,3.82E-05,2032.25,0.065130754,3,3.15E-06,1386.5,215,541.5500031,499.8499908,380.8840027,11.84245372,0.011598448,0.011457731,0.011457731,0.011457731,1.09E-07,55.64299774,0.000316482,0.640079975,36.38080406,1844.409485,0
102,33,42.173,-28.78663254,-0.014634156,3.59E-08,-0.812300519,88.94291496,88.94291496,88.94291496,88.94291496,7.85E-05,55.21749878,55.21749878,55.21749878,55.21749878,3.91E-05,3767.000002,0.074858269,3,1.33E-06,2051.25,725.0250244,761.625,561.5500031,927.7080078,-18.74738932,0.005119388,0.005112461,0.005112461,0.005112461,3.34E-08,0.841987491,0.00021057,-1.53550005,33.00681686,1862.895752,0
102,36.5,59.554,-37.53999138,-0.020772185,4.21E-08,-0.924202342,76.23290253,76.23290253,76.23290253,76.23290253,0.000120991,54.45999908,54.45999908,54.45999908,54.45999908,2.44E-05,2328.750001,0.082291834,3,2.59E-06,1960.5,1094.5,1060.5,569.6000061,1112.950989,-61.85104179,0.013261175,0.013226696,0.013226696,0.013226696,9.93E-08,-6.845924854,0.000230326,-4.195499897,31.22773743,1855.82196,0
102,37.5,75.23,-39.92716217,-0.021801636,3.06E-08,-0.853565776,75.46830368,75.46830368,75.46830368,75.46830368,0.000115037,52.46500015,52.46500015,52.46500015,52.46500015,2.66E-05,4040.999999,0.075542781,2,3.29E-06,1852.5,1202.5,1155,619.4500122,1055.041992,-7.985046387,0.010994947,0.0109676,0.0109676,0.0109676,8.69E-08,-14.88449955,0.000126408,-4.195199966,32.52376366,1855.450012,0
