Lon,Lat,HF,IsoCorrAnomaly,MeanCurv,MeanCurvGrad,SI_TopoIso,LAB,LAB_LitMod,LAB_LitMod_Aus17,LAB_AN1,LABGrad,Moho,Moho_AN1,Moho_AN1_Aus17_Afr,Moho_LitMod_Aus17_Afr,MohoGrad,Topo,TopoGrad,Tectonics,TectonicsGrad,Ridge,Transform,Trench,YoungRift,Volcanos,MagAnomaly,Sus,Sus_AN1,Sus_AN1_Aus17_Afr,Sus_LitMod_Aus17_Afr,SusGrad,Bz5,Bz5Grad,Bz400,Curie,Methane,IceTopography
102.5,24,82.852,-24.06689167,-0.011536173,2.03E-08,-0.689089863,57.86424446,57.86424446,57.86424446,57.86424446,2.45E-05,39.20499992,39.20499992,39.20499992,39.20499992,2.66E-05,2149.5,0.05993299,3,1.12E-06,1170,71.54500198,710.6500244,541.25,426.8820038,-10.4792642,0.01198298,0.01208797,0.01208797,0.01208797,1.15E-08,12.63432503,0.000309772,-2.989500046,27.85721302,1838.282043,0
102.5,24.5,81.718,-23.50600815,-0.010472165,3.10E-08,-0.670731072,57.71587753,57.71587753,57.71587753,57.71587753,3.95E-05,40.13999939,40.13999939,40.13999939,40.13999939,3.95E-05,2294.5,0.029804937,3,1.63E-06,1216,113.3000031,677.9000244,528.7000122,415.0830002,-1.80964458,0.011460399,0.011516287,0.011516287,0.011516287,1.08E-08,6.280900002,0.000382193,-2.314100027,29.08260727,1840.837036,0
102.5,25,84.324,-22.94512463,-0.00883979,4.16E-08,-0.61249053,62.26122093,62.26122093,62.26122093,62.26122093,8.35E-05,43.43499947,43.43499947,43.43499947,43.43499947,4.49E-05,2223.5,0.045888619,3,2.14E-06,1263.5,147.0999985,651.7000122,527.5500183,403.2839966,1.560172856,0.010687736,0.010707115,0.010707115,0.010707115,1.43E-08,-22.15950012,0.000325957,-1.644600034,30.30800152,1842.666992,0
102.5,25.5,79.03,-23.99994206,-0.007010005,4.96E-08,-0.528179209,66.80656433,66.80656433,66.80656433,66.80656433,0.000127553,46.72999954,46.72999954,46.72999954,46.72999954,5.03E-05,1783.500001,0.06178396,3,2.65E-06,1311,180.8999939,625.5,526.4000244,406.6224976,4.929990292,0.009973623,0.009924606,0.009924606,0.009924606,2.06E-08,-26.66849899,0.000289074,-0.997539997,32.70652533,1844.496948,0
102.5,28,62.912,-4.860455513,-0.005302232,7.50E-08,-0.740766675,111.6921616,111.6921616,111.6921616,111.6921616,0.000128103,53.94499969,53.94499969,53.94499969,53.94499969,3.38E-05,2727.749998,0.101351808,2,5.21E-06,1557.5,336.3500061,575.9500122,617.5499878,503.5284882,-9.196307659,0.006647659,0.006609005,0.006609005,0.006609005,9.97E-08,-8.729000092,0.000380506,1.539800048,43.84464264,1849.457459,0
103,24.5,78.682,-26.90579891,-0.011386855,2.44E-08,-0.656191879,58.17092514,58.17092514,58.17092514,58.17092514,5.04E-05,40.61499977,40.61499977,40.61499977,40.61499977,3.29E-05,1893.000001,0.072403267,3,2.64E-06,1245,140.7000046,721.6000061,578.9500122,464.0879974,-9.744876802,0.013691935,0.013708359,0.013708359,0.013708359,7.19E-08,-4.5952425,0.000208557,-2.743499994,30.20152187,1840.950012,0
103,25,82.202,-28.57335091,-0.010210727,3.38E-08,-0.597542314,63.494133,63.494133,63.494133,63.494133,9.92E-05,43.19999981,43.19999981,43.19999981,43.19999981,3.81E-05,2169.500003,0.132398213,3,3.04E-06,1291.25,180.4750023,696.8000031,577.7000122,453.4849854,-3.211829841,0.010720021,0.010712537,0.010712537,0.010712537,6.14E-08,-23.6609993,0.000186459,-2.111799955,31.92566872,1842.4375,0
103,33.5,79.783,-31.8822403,-0.0148417,3.41E-08,-0.753712897,84.31225204,84.31225204,84.31225204,84.31225204,0.000110781,51.56499863,51.56499863,51.56499863,51.56499863,3.94E-05,3484.749999,0.016876345,3,2.52E-06,2045,814.25,867.1000061,453.75,1017.076965,-20.12106276,0.00457737,0.004574629,0.004574629,0.004574629,3.82E-09,-21.29725075,0.000227847,-1.599699974,33.55377197,1861.409973,0
103,36.5,75.096,-36.21388817,-0.017906004,2.63E-08,-0.9027553,65.83437347,65.83437347,65.83437347,65.83437347,7.58E-05,52.32999992,52.32999992,52.32999992,52.32999992,2.90E-05,2165.25,0.025257002,3,2.92E-06,1941.5,1121,1112,487.8999939,1039.783997,-49.34904861,0.011965284,0.011925835,0.011925835,0.011925835,6.83E-09,-1.992725134,8.86E-05,-3.945600033,33.67700768,1855.954468,0
103,37,56.63,-41.91685867,-0.019317058,3.87E-08,-0.887177937,66.18851662,66.18851662,66.18851662,66.18851662,7.56E-05,51.73499966,51.73499966,51.73499966,51.73499966,2.77E-05,2853.500001,0.078160176,2,2.93E-06,1887,1173.75,1157,517.0999985,1007.103027,-25.8821435,0.013604449,0.013534121,0.013534121,0.013534121,1.40E-07,-3.884520054,0.00022558,-4.006499767,33.95111465,1855.246246,0
103.5,30,58.837,-45.90839958,-0.013478854,8.71E-08,-0.768184203,121.7925949,121.7925949,121.7925949,121.7925949,0.000177564,46.74499893,46.74499893,46.74499893,46.74499893,4.16E-05,512.0000001,0.010578737,2,5.54E-06,1800.5,539.6000061,715.8999939,634.9500122,724.1365051,41.43070221,0.017569499,0.017712987,0.017712987,0.017712987,4.00E-07,67.45449829,0.001284205,3.592200041,46.93493843,1845.975525,0
103.5,30.5,56,-27.10323048,-0.010332639,1.01E-07,-0.638894357,115.4818573,115.4818573,115.4818573,115.4818573,0.000193196,46.66999817,46.66999817,46.66999817,46.66999817,3.35E-05,524.7500001,0.004353802,2,5.63E-06,1851,573.7000122,734.7999878,594.7000122,765.9225159,-50.60638428,0.033515951,0.033683786,0.033683786,0.033683786,1.11E-07,77.14350128,0.000741516,3.709800005,43.51366997,1844.737061,0
103.5,36,51.188,-34.23950386,-0.016740492,2.72E-08,-0.909819604,64.19569397,64.19569397,64.19569397,64.19569397,4.63E-05,50.70499992,50.70499992,50.70499992,50.70499992,3.57E-05,2388.000001,0.068207259,3,3.24E-06,1987.5,1085,1096.5,426.7999878,1037.878479,16.86234474,0.01247295,0.012447977,0.012447977,0.012447977,1.08E-08,-10.17387485,9.72E-05,-3.589099884,33.93605804,1854.169495,0
104,31,58.784,-28.73203278,-0.010595224,1.20E-07,-0.599930684,118.8051128,118.8051128,118.8051128,118.8051128,0.000202995,45.99500084,45.99500084,45.99500084,45.99500084,3.06E-05,569.5000001,0.007511261,2,6.31E-06,1850.5,648.7249908,802.2249908,522.5250015,837.3870239,-32.44647408,0.010783646,0.010820198,0.010820198,0.010820198,4.03E-07,44.17200089,0.000961246,4.149199963,41.85726547,1848.481232,0
104,31.5,63.712,-8.523099899,-0.007890913,8.84E-08,-0.401074628,111.0021095,111.0021095,111.0021095,111.0021095,0.000190209,45.95500183,45.95500183,45.95500183,45.95500183,3.71E-05,1834.5,0.212814753,2,6.63E-06,1877,686.5499878,825.2999878,483.6999969,880.5285034,-81.13871384,0.015302478,0.015344256,0.015344256,0.015344256,3.68E-07,-6.621825218,0.001164756,3.539599895,40.21930313,1850.967957,0
104,36,61.279,-37.96809006,-0.015806574,1.77E-08,-0.874638955,69.01596069,69.01596069,69.01596069,69.01596069,6.01E-05,48.98250008,48.98250008,48.98250008,48.98250008,3.60E-05,1723.750001,0.033874785,3,3.57E-06,1979.5,1104.25,1127,386.2749939,1003.291992,5.916180253,0.012461066,0.012448504,0.012448504,0.012448504,4.05E-08,-3.070587635,0.000167389,-3.335599899,34.46921539,1855.522736,0
104,43.5,41.407,-43.95377922,-0.020396518,4.87E-09,-0.677386675,79.09571457,79.09571457,79.09571457,79.09571457,4.31E-05,38.00499916,38.00499916,38.00499916,38.00499916,1.37E-05,2432.75,0.018318359,3,5.62E-07,1163.5,1891,1825.5,615.0500183,582.5820007,-65.43745041,0.014473615,0.014504655,0.014504655,0.014504655,2.01E-08,-18.04624939,0.000209397,-2.629100084,31.14278603,1860.853516,0
104.5,29,64.42,-55.41339874,-0.022211464,3.96E-08,-0.872155551,149.7772598,149.7772598,149.7772598,149.7772598,0.000202772,44.88000107,44.88000107,44.88000107,44.88000107,1.84E-05,344.75,0.005705748,1,4.49E-06,1734,561.3500061,781.8500061,664.1499939,726.8009949,12.47952318,0.021373597,0.021490349,0.021490349,0.021490349,2.95E-07,-68.17950439,0.000261662,2.420900106,51.56944084,1847.59198,0
104.5,31,58.787,-40.72122002,-0.015656505,1.20E-07,-0.748177038,127.761116,127.761116,127.761116,127.761116,0.000238644,44.86500168,44.86500168,44.86500168,44.86500168,2.41E-05,647.7499998,0.039972815,1,5.16E-06,1814.5,683.6999817,846,488.4499969,870.4309998,11.14527512,0.020864876,0.020853957,0.020853957,0.020853957,3.05E-07,109.9732513,0.00163404,4.861599922,46.08163452,1847.478455,0
104.5,31.5,50.154,-30.18957615,-0.01233671,1.11E-07,-0.550904947,117.7878571,117.7878571,117.7878571,117.7878571,0.000238921,44.33000183,44.33000183,44.33000183,44.33000183,3.34E-05,575.2500001,0.011477517,2,5.62E-06,1832,719.2999878,868.5,448.8999939,911.9814911,-60.80736542,0.013208569,0.013238613,0.013238613,0.013238613,3.11E-07,54.13124847,0.002002803,4.328000069,44.03430271,1847.704956,0
104.5,32,43.089,-19.65793228,-0.010138509,7.13E-08,-0.416488629,104.5481873,104.5481873,104.5481873,104.5481873,0.000211449,44.67000008,44.67000008,44.67000008,44.67000008,3.37E-05,1359.25,0.070111587,2,6.08E-06,1852,759.5,892.9500122,412,953.5319824,-69.61446381,0.009916461,0.00995395,0.00995395,0.00995395,2.24E-07,-29.89769936,0.001440946,3.375999928,41.9869709,1851.80249,0
104.5,35.5,63.953,-36.70374489,-0.015168942,2.14E-08,-0.813954119,73.8809967,73.8809967,73.8809967,73.8809967,7.22E-05,46.81000137,46.81000137,46.81000137,46.81000137,3.76E-05,2106,0.030061903,3,3.56E-06,2025,1074,1118,319.2999878,1009.23349,4.908032894,0.012714864,0.012729423,0.012729423,0.012729423,1.01E-08,-9.655475616,0.000319916,-2.687299967,34.96151447,1858.485962,0
105,29.5,55.766,-46.38845062,-0.023821949,3.09E-08,-0.870559685,158.2953262,158.2953262,158.2953262,158.2953262,0.000157357,44.54000092,44.54000092,44.54000092,44.54000092,6.30E-06,315.7500001,0.005170359,1,3.10E-06,1722,630.0499878,838.1499939,592.25,798.9274902,45.49206686,0.025600754,0.025679934,0.025679934,0.025679934,2.58E-09,-48.76824951,0.000940198,3.593300104,54.64199829,1848.34198,0
105,30,60.672,-39.94620514,-0.023708389,5.06E-08,-0.897492362,151.3259392,151.3259392,151.3259392,151.3259392,0.000187881,44.57500076,44.57500076,44.57500076,44.57500076,1.22E-05,399,0.002859691,1,2.83E-06,1736.75,659.0499878,853.4250031,545.8000031,830.7119751,75.91160274,0.025249707,0.025233956,0.025233956,0.025233956,1.32E-08,34.91282654,0.00184967,4.666200161,54.36742783,1847.703217,0
105,31.5,56.102,-51.8560524,-0.0167927,1.12E-07,-0.656915358,122.0191956,122.0191956,122.0191956,122.0191956,0.000257299,42.79500008,42.79500008,42.79500008,42.79500008,2.69E-05,503.0000004,0.022258614,1,4.62E-06,1787.5,755.3500061,911.5,415.1499939,943.4344788,-90.28962326,0.025832768,0.026000696,0.026000696,0.026000696,1.03E-07,141.1390076,0.002223676,5.06799984,47.84930229,1847.717957,0
105,32,50.308,-51.00169754,-0.013291888,8.25E-08,-0.505623564,106.6512337,106.6512337,106.6512337,106.6512337,0.000232752,43.30249977,43.30249977,43.30249977,43.30249977,2.81E-05,680.0000001,0.021121653,2,5.21E-06,1808.25,793.7250061,935.3500061,377.3499985,983.3939819,-69.84692097,0.029607642,0.029809852,0.029809852,0.029809852,3.36E-07,23.27952576,0.002138966,4.138899803,45.39260101,1850.45874,0
105,34,67.822,-32.74245834,-0.013766092,2.19E-08,-0.687908073,75.78811264,75.78811264,75.78811264,75.78811264,5.00E-05,44.9175005,44.9175005,44.9175005,44.9175005,3.12E-05,1857.500001,0.063804703,2,4.70E-06,1903,960.3999939,1047.625,266.3999977,1102.850952,26.28249848,0.004497066,0.004498048,0.004498048,0.004498048,8.88E-09,-35.18025208,0.000135134,-0.483859986,36.98280334,1856.824249,0
105,36.5,68.357,-35.71131897,-0.015231909,3.18E-08,-0.836044906,75.62895966,75.62895966,75.62895966,75.62895966,4.38E-05,46.27000046,46.27000046,46.27000046,46.27000046,3.17E-05,1828.5,0.024840682,2,2.66E-06,1912.5,1194.5,1228.5,338.6000061,900.2275085,-38.22036123,0.012587311,0.012603605,0.012603605,0.012603605,8.90E-09,-8.994579315,0.000454424,-2.971299887,35.89117432,1857.409973,0
105,37,64.794,-33.89601135,-0.017363134,4.53E-08,-0.89834653,76.63381577,76.63381577,76.63381577,76.63381577,5.02E-05,46.55000019,46.55000019,46.55000019,46.55000019,2.74E-05,1662.75,0.011805471,2,2.15E-06,1857.25,1243.75,1269.25,379.5000076,863.4920044,-28.30596471,0.012503269,0.012491776,0.012491776,0.012491776,1.73E-08,-40.34775162,0.00049742,-3.184400082,36.43868256,1855.702484,0
105.5,21,74.894,-12.8596611,-0.006357529,1.59E-08,-0.551707336,62.71425629,62.71425629,62.71425629,62.71425629,6.54E-05,36.37000084,36.37000084,36.37000084,36.37000084,1.96E-05,34.00000011,0.010242007,4,1.53E-06,1159,41.75499916,1160,220.9499969,507.3244934,-4.704525948,0.012486887,0.012513616,0.012513616,0.012513616,2.28E-08,-22.04300117,0.00030364,-7.541100025,27.68844604,1826.692505,0
105.5,28.5,55.315,-42.80890369,-0.021627458,4.97E-08,-0.78674371,163.0236359,163.0236359,163.0236359,163.0236359,0.000152205,44.33000183,44.33000183,44.33000183,44.33000183,1.13E-05,574.25,0.035029203,1,2.66E-06,1650,623.2999878,870.4000244,669.5,785.0020142,-1.898946166,0.017622011,0.017624565,0.017624565,0.017624565,3.27E-07,-27.4924984,0.000360497,0.933570027,55.01879692,1847.362061,0
105.5,30.5,70.119,-47.58694077,-0.025649951,5.40E-08,-0.891131598,150.9787292,150.9787292,150.9787292,150.9787292,0.000198443,43.81999969,43.81999969,43.81999969,43.81999969,2.15E-05,334.5000002,0.007576375,1,2.15E-06,1706,728,913.9000244,470.7000122,904.4342346,129.5643616,0.025369655,0.02534596,0.02534596,0.02534596,1.19E-08,174.8350067,0.001762217,5.728000164,55.03031635,1846.876953,0
105.5,31,52.484,-55.22404861,-0.0239016,7.67E-08,-0.843148553,138.6146317,138.6146317,138.6146317,138.6146317,0.00023706,42.53999901,42.53999901,42.53999901,42.53999901,2.10E-05,454.4999999,0.007995554,1,2.88E-06,1724.5,759.7000122,934.2000122,426.0500031,939.1984863,4.896240234,0.026040297,0.026167014,0.026167014,0.026167014,1.70E-08,246.6924896,0.000398023,6.027800083,51.87084007,1847.303955,0
105.5,31.5,76.804,-52.87617588,-0.020262164,9.64E-08,-0.728836158,126.2505341,126.2505341,126.2505341,126.2505341,0.000275676,41.25999832,41.25999832,41.25999832,41.25999832,2.04E-05,529.9999996,0.014186109,1,3.61E-06,1743,791.4000244,954.5,381.3999939,977.6407318,-119.7718811,0.026658023,0.026839118,0.026839118,0.026839118,1.39E-08,203.8524933,0.001720618,5.691699982,49.08712196,1847.730957,0
105.5,32,49.265,-50.52830315,-0.015762698,8.55E-08,-0.583370113,108.7542801,108.7542801,108.7542801,108.7542801,0.000254054,41.93499947,41.93499947,41.93499947,41.93499947,2.25E-05,654.0000004,0.023516233,1,4.35E-06,1764.5,827.9500122,977.75,342.6999969,1016.082977,-70.07937813,0.030503109,0.030686144,0.030686144,0.030686144,1.41E-07,75.83874512,0.002287019,4.807400227,46.30340385,1849.11499,0
105.5,32,58.08,-50.52830315,-0.015762698,8.55E-08,-0.583370113,108.7542801,108.7542801,108.7542801,108.7542801,0.000254054,41.93499947,41.93499947,41.93499947,41.93499947,2.25E-05,654.0000004,0.023516233,1,4.35E-06,1764.5,827.9500122,977.75,342.6999969,1016.082977,-70.07937813,0.030503109,0.030686144,0.030686144,0.030686144,1.41E-07,75.83874512,0.002287019,4.807400227,46.30340385,1849.11499,0
105.5,34,68.201,-33.77884293,-0.013415128,1.94E-08,-0.696863984,75.57892227,75.57892227,75.57892227,75.57892227,3.96E-05,43.53000069,43.53000069,43.53000069,43.53000069,2.82E-05,1833.250001,0.091711309,2,5.28E-06,1862.5,988,1085,222.2999954,1075.714478,60.3973608,0.004637763,0.004635108,0.004635108,0.004635108,8.76E-08,-21.44050026,0.000552485,0.038456,37.87429237,1855.485535,0
106,29,49.129,-51.51273346,-0.023245436,4.91E-08,-0.815783453,167.6685791,167.6685791,167.6685791,167.6685791,0.000105952,44.32250023,44.32250023,44.32250023,44.32250023,7.96E-06,274.4999997,0.013613785,1,1.12E-06,1615,688.625,926.1500092,601.8999939,851.6560059,35.02538362,0.021962233,0.021875284,0.021875284,0.021875284,3.07E-07,-33.40474701,0.000191503,2.087199926,57.85544968,1848.109283,0
106,29.5,58.461,-45.73309708,-0.02554014,3.57E-08,-0.849443534,168.2147827,168.2147827,168.2147827,168.2147827,9.90E-05,44.625,44.625,44.625,44.625,4.72E-06,651.7500024,0.130099699,1,5.62E-07,1628,715.8999939,933.1000061,549.75,880.1419983,61.11189651,0.02605596,0.025959413,0.025959413,0.025959413,2.06E-08,-34.81650162,0.000557555,3.559600115,59.93380356,1848.33252,0
106,30.5,58.37,-48.84557533,-0.027583529,2.92E-08,-0.892129209,153.0968246,153.0968246,153.0968246,153.0968246,0.000195797,43.25499916,43.25499916,43.25499916,43.25499916,2.05E-05,299.0000002,0.012105914,1,8.69E-07,1660.5,769.0499878,959.9500122,448.7000122,941.7749939,145.831871,0.02524537,0.025250006,0.025250006,0.025250006,8.37E-08,134.9329987,0.002154106,5.927400112,57.72391701,1847.446472,0
106,31,47.865,-57.73768997,-0.026105747,5.76E-08,-0.865650276,140.5121422,140.5121422,140.5121422,140.5121422,0.000236522,42.09249878,42.09249878,42.09249878,42.09249878,1.83E-05,368.0000001,0.006902607,1,1.74E-06,1679.75,799.4499969,979.1000061,401.2500076,974.9219971,30.42861843,0.025907417,0.026049225,0.026049225,0.026049225,1.88E-08,226.0050049,0.001101129,6.362500191,53.43567657,1847.637238,0
106,31.5,54.307,-53.89629936,-0.02232435,9.13E-08,-0.778906792,127.9274597,127.9274597,127.9274597,127.9274597,0.000277247,40.9299984,40.9299984,40.9299984,40.9299984,1.61E-05,371.7500002,0.010362843,1,2.61E-06,1699,829.8500061,998.25,353.8000031,1011.846985,-84.97463417,0.02651833,0.026694731,0.026694731,0.026694731,1.60E-08,214.5549927,0.00108108,6.133500099,50.32494164,1847.828003,0
106,34,65.386,-34.81522751,-0.013597482,2.08E-08,-0.728983951,75.64663696,75.64663696,75.64663696,75.64663696,4.49E-05,42.34000015,42.34000015,42.34000015,42.34000015,2.75E-05,1470.249999,0.035433372,2,5.87E-06,1822.5,1018.75,1124.25,180.3499985,1048.578003,42.95226574,0.004610294,0.004611346,0.004611346,0.004611346,4.88E-08,11.65846443,0.00065664,0.512440026,38.7657814,1855.719757,0
106,34.5,75.42,-30.81851673,-0.013875387,1.05E-08,-0.729331429,75.92179108,75.92179108,75.92179108,75.92179108,1.41E-05,42.55999947,42.55999947,42.55999947,42.55999947,2.84E-05,1351.749999,0.03056512,2,5.10E-06,1850.5,1060.5,1154,162.5499954,1003.742004,26.30739689,0.012900653,0.012903183,0.012903183,0.012903183,2.36E-07,-8.021427155,0.001035714,-0.296139985,37.49498177,1856.684998,0
106,36,66.671,-19.85362625,-0.012452689,2.49E-08,-0.70192205,76.22950172,76.22950172,76.22950172,76.22950172,1.76E-05,43.40750027,43.40750027,43.40750027,43.40750027,2.41E-05,2062.999999,0.042203331,2,2.78E-06,1906.75,1194.5,1257,239.0499992,874.1359863,-23.08017468,0.012847134,0.012881122,0.012881122,0.012881122,3.24E-08,25.47774887,0.000346024,-1.818300009,35.43026733,1860.593262,0
106.5,30,58.453,-45.8704071,-0.027361087,3.12E-08,-0.885647625,163.1009445,163.1009445,163.1009445,163.1009445,0.000137653,43.53999901,43.53999901,43.53999901,43.53999901,1.33E-05,483,0.031043737,1,0,1598,784.6499939,993.3500061,479.1499939,949.4049988,104.3880615,0.021936417,0.021853772,0.021853772,0.021853772,2.49E-07,-24.66205025,0.001238153,4.817800045,61.82195282,1848.384521,0
106.5,30.5,59.926,-51.2121315,-0.028250568,6.71E-09,-0.900201768,155.21492,155.21492,155.21492,155.21492,0.000193152,42.68999863,42.68999863,42.68999863,42.68999863,1.96E-05,401.2499998,0.007517707,1,6.52E-07,1615,810.0999756,1006,426.7000122,981.0904999,162.0993805,0.021154964,0.021154699,0.021154699,0.021154699,3.03E-07,65.73974609,0.00202933,5.924499989,58.82636547,1848.015991,0
106.5,32,51.842,-45.21291351,-0.017753292,9.71E-08,-0.681561223,111.8798828,111.8798828,111.8798828,111.8798828,0.000260657,40.65999985,40.65999985,40.65999985,40.65999985,1.62E-05,721.4999993,0.026046469,1,2.61E-06,1678.5,901.5,1064,280.8500061,1083.791016,-19.93107319,0.030230399,0.030329575,0.030329575,0.030329575,1.39E-07,119.8592529,0.001747714,5.600200176,49.63862991,1849.597046,0
106.5,35,53.551,-25.77110386,-0.013204374,3.34E-08,-0.702391456,75.18149948,75.18149948,75.18149948,75.18149948,2.07E-05,41.77999878,41.77999878,41.77999878,41.77999878,2.54E-05,1759.500001,0.10040959,2,3.81E-06,1842.5,1132.5,1224,139.5499954,932.0385132,11.63336992,0.016322852,0.016322603,0.016322603,0.016322603,1.27E-07,28.61349869,0.000763706,-0.500750005,36.8211937,1858.602478,0
106.5,41.5,75.536,-43.24967289,-0.020511743,3.55E-08,-0.719333335,84.60913849,84.60913849,84.60913849,84.60913849,3.72E-05,42.04999924,42.04999924,42.04999924,42.04999924,6.84E-06,1498,0.013503224,3,2.34E-06,1344,1750,1739,534.9000244,552.5917435,-6.808149815,0.013155562,0.013152223,0.013152223,0.013152223,7.51E-08,-50.25799942,0.000173595,-1.738800049,33.76739407,1856.772949,0
106.5,42,78.701,-37.65374756,-0.019068801,2.26E-08,-0.664939048,85.33953476,85.33953476,85.33953476,85.33953476,2.92E-05,41.56500053,41.56500053,41.56500053,41.56500053,9.82E-06,933,0.007863505,3,2.25E-06,1288.5,1800.5,1784.5,569.5,549.4669952,58.84098887,0.013649429,0.013642092,0.013642092,0.013642092,1.55E-08,-23.44149971,0.000644461,-1.786200047,33,1856.332947,0
107,30,62.143,-51.78735352,-0.026346295,4.99E-08,-0.901259577,165.0532646,165.0532646,165.0532646,165.0532646,0.000123063,43.22249985,43.22249985,43.22249985,43.22249985,1.45E-05,580.4999985,0.100940993,1,0,1552.25,827.1999969,1040.175003,467.2999954,990.1820068,64.13790655,0.022099733,0.022005191,0.022005191,0.022005191,1.76E-07,-37.48300171,0.00079977,4.53760004,61.6317482,1847.647003,0
107,30.5,59.496,-53.57868767,-0.027606439,2.77E-08,-0.91442124,158.057991,158.057991,158.057991,158.057991,0.000187611,42.32999992,42.32999992,42.32999992,42.32999992,2.02E-05,879.0000011,0.07064179,1,4.35E-07,1570,852.4499817,1052,413.5500031,1020.406006,67.39976025,0.013351868,0.013341166,0.013341166,0.013341166,4.13E-07,32.26307678,0.001544586,5.702400208,59.92881393,1847.58551,0
107,32,47.541,-40.37091827,-0.017811711,9.29E-08,-0.699058964,113.9951553,113.9951553,113.9951553,113.9951553,0.000271739,39.96749973,39.96749973,39.96749973,39.96749973,1.74E-05,814.5000006,0.079055506,1,1.74E-06,1635.75,940.1999969,1107.75,259.4500008,1118.810059,-20.27443552,0.030756144,0.030851395,0.030851395,0.030851395,1.46E-07,137.6000061,0.001606412,5.635700226,52.06305313,1850.012512,0
107,35,65.505,-24.72040176,-0.014455195,4.88E-08,-0.714494825,74.22404099,74.22404099,74.22404099,74.22404099,2.26E-05,40.50999928,40.50999928,40.50999928,40.50999928,2.65E-05,1301,0.042757244,2,3.29E-06,1805.25,1162.75,1262,103.5299978,905.1710205,0.982744455,0.013651911,0.01366852,0.01366852,0.01366852,5.04E-08,51.31549835,0.000276964,-0.139850006,37.41820526,1856.824249,0
107,35.5,56.656,-25.18941879,-0.012961857,3.39E-08,-0.628025889,73.88265991,73.88265991,73.88265991,73.88265991,2.49E-05,40.99499893,40.99499893,40.99499893,40.99499893,2.46E-05,1392.75,0.031092915,2,2.90E-06,1837.5,1204,1293,136.1999969,860.3995056,31.93970728,0.013483432,0.013484287,0.013484287,0.013484287,9.26E-09,37.10074997,0.00032885,-0.565729976,36.08632088,1858.444519,0
107,37.5,59.245,-51.34920502,-0.020913803,4.36E-08,-0.811270472,75.24658585,75.24658585,75.24658585,75.24658585,3.60E-05,43.74000168,43.74000168,43.74000168,43.74000168,1.37E-05,1505.25,0.010626631,2,6.28E-07,1784.5,1382,1433.5,330.25,694.2535095,-120.2413998,0.011460268,0.011443789,0.011443789,0.011443789,3.04E-09,-44.5842514,0.001111685,-1.619899988,35.28630638,1855.883484,0
107,37.5,56.134,-51.34920502,-0.020913803,4.36E-08,-0.811270472,75.24658585,75.24658585,75.24658585,75.24658585,3.60E-05,43.74000168,43.74000168,43.74000168,43.74000168,1.37E-05,1505.25,0.010626631,2,6.28E-07,1784.5,1382,1433.5,330.25,694.2535095,-120.2413998,0.011460268,0.011443789,0.011443789,0.011443789,3.04E-09,-44.5842514,0.001111685,-1.619899988,35.28630638,1855.883484,0
107,38,60.11,-61.21139908,-0.022521994,1.33E-08,-0.844677878,76.29661369,76.29661369,76.29661369,76.29661369,4.94E-05,43.57500076,43.57500076,43.57500076,43.57500076,1.51E-05,1420.75,0.005409832,2,0,1728.75,1428.75,1472.5,360.9249954,656.5170288,-75.77375841,0.011784672,0.011746751,0.011746751,0.011746751,1.23E-08,-75.55999756,0.000215208,-1.631899953,35.70332718,1855.731476,0
107,38.5,56.807,-42.25244904,-0.022458848,1.08E-08,-0.839721094,77.34664154,77.34664154,77.34664154,77.34664154,6.28E-05,43.40999985,43.40999985,43.40999985,43.40999985,1.65E-05,1382.75,0.00293585,2,7.43E-07,1673,1475.5,1511.5,391.5999908,624.4275208,-31.30611706,0.012150892,0.012134663,0.012134663,0.012134663,3.86E-09,-61.48825073,0.000501042,-1.508399963,36.44333458,1855.579468,0
107,41.5,64.583,-50.43727112,-0.01989191,4.86E-08,-0.684309262,82.81754684,82.81754684,82.81754684,82.81754684,4.63E-05,42.1099987,42.1099987,42.1099987,42.1099987,5.31E-06,1598.75,0.011137066,3,2.43E-06,1340.5,1768,1764.5,501.6500092,511.256485,3.911617041,0.016469041,0.016474288,0.016474288,0.016474288,3.14E-07,-46.29349899,0.00023546,-1.411200047,33.83018875,1855.766968,0
107,42,68.92,-32.14529419,-0.018171126,3.31E-08,-0.632707816,83.78877258,83.78877258,83.78877258,83.78877258,3.98E-05,41.80749989,41.80749989,41.80749989,41.80749989,8.81E-06,1121.25,0.009851199,3,2.25E-06,1285,1818.25,1809,537.9999924,508.2179871,66.70750225,0.013574821,0.01356986,0.01356986,0.01356986,2.48E-08,-27.14300156,0.000501576,-1.524799943,33,1855.466217,0
107.5,30,54.157,-44.62714386,-0.024199646,6.71E-08,-0.921186639,167.0055847,167.0055847,167.0055847,167.0055847,0.000108474,42.90500069,42.90500069,42.90500069,42.90500069,1.57E-05,327.250001,0.075679169,1,0,1506.5,869.75,1087,455.4499969,1032.362488,23.88775158,0.022280129,0.022188016,0.022188016,0.022188016,2.40E-07,-1.632649899,0.001053736,4.080299854,61.16402435,1846.909485,0
