dataset,id,Lon,Lat,HF,IsoCorrAnomaly,MeanCurv,SI_TopoIso,LAB,LAB_LitMod,LAB_LitMod_Aus17,LAB_AN1,Moho,Moho_AN1,Moho_AN1_Aus17_Afr,Moho_LitMod_Aus17_Afr,Topo,Tectonics,Ridge,Transform,Trench,YoungRift,Volcanos,MagAnomaly,Sus,Sus_AN1,Sus_AN1_Aus17_Afr,Sus_LitMod_Aus17_Afr,Bz5,Bz400,Curie,Methane,IceTopography,x,y
test,2229,138.66279,-17.5,68,33.96768224,0.010626224,0.482646825,176.5438552,176.5438552,207.1525374,176.5438552,40.08906895,40.08906895,39.3239558,39.3239558,48.73260001,1,1650.02332,1664.30235,1294.06972,832.583785,1333.82079,30.2976643,0.009923384,0.009931196,0.010117893,0.010117893,8.699766819,2.484964604,67.94235488,1796.107372,0,889049,8061388
test,2230,139.18605,-17.5,68,38.43156577,0.012530337,0.574564829,171.4664463,171.4664463,203.4809347,171.4664463,39.53964634,39.53964634,38.79023036,38.79023036,8.499999999,1,1601.8834,1645.98825,1329.6514,783.0310566,1293.50633,42.79761581,0.010062271,0.010064768,0.010238132,0.010238132,11.31444295,2.869474075,66.32577984,1795.109013,0,944705,8060240
test,2231,140.75581,-17.5,68,25.30406842,0.007581729,0.670234847,154.1801114,154.1801114,189.9063135,154.1801114,37.56419193,37.56419193,36.61418382,36.61418382,-0.151400016,1.377905,1460.74453,1600.37218,1367.67464,626.4353094,1181.057357,-3.771668376,0.045410071,0.045407333,0.046599852,0.046599852,62.9074702,2.729798584,57.73605321,1795.695062,0,1111868,8055867
test,2232,141.27907,-17.5,68,20.37163739,0.005257396,0.435957308,144.5759558,144.5759558,176.6135486,144.5759558,36.81592997,36.81592997,36.99093166,36.99093166,15.48839997,1.639535,1415.22091,1588.86046,1338.37208,573.3244194,1146.764512,-37.70385947,0.056638872,0.056653295,0.056354399,0.056354399,45.62865771,2.216536987,53.03033615,1796.848892,0,1167670,8054098
test,2233,141.80233,-17.5,68,19.12914889,0.004675578,0.374670075,132.3083428,132.3083428,157.1137738,132.3083428,36.06464522,36.06464522,36.90511381,36.90511381,50.95969998,1.901165,1370.30195,1579.76738,1311.18583,520.39492,1114.007139,-32.13857632,0.01208166,0.012090803,0.011788745,0.011788745,2.196805166,1.601150417,47.52909992,1796.886477,0,1223517,8052173
test,2234,142.32558,-17.5,68,22.895386,0.005934424,0.527592551,118.0946593,118.0946593,133.0786376,118.0946593,35.31116593,35.31116593,36.48128059,36.48128059,88.56959997,2.16279,1325.8257,1572.44188,1285.54658,467.5989823,1083.667174,2.289135522,0.012335338,0.012349842,0.011948535,0.011948535,-24.00730728,1.006217786,42.30223603,1796.108372,0,1279413,8050089
test,2235,142.84884,-17.5,68,29.70269581,0.008030258,0.780848167,105.0080706,105.0080706,115.7167789,105.0080706,34.63092833,34.63092833,36.08883493,36.08883493,138.576,2.42442,1283.0928,1567.55812,1261.99988,415.0462277,1054.793963,7.562076102,0.012572839,0.012598036,0.012058376,0.012058376,-21.80330129,0.534927977,37.24179182,1795.607255,0,1335365,8047848
test,2236,143.37209,-17.5,68,29.4371287,0.010149924,0.959387305,92.48540449,92.48540449,101.6920565,92.48540449,33.98733107,33.98733107,35.71209429,35.71209429,204.6349001,2.686045,1241.2328,1563.89537,1239.50013,362.6165714,1029.143944,-1.742520105,0.012805711,0.012831336,0.012170748,0.012170748,-18.49309544,0.247353675,33.43547131,1795.244647,0,1391373,8045448
test,2237,143.89535,-17.5,68,26.29822791,0.012536914,0.861242288,81.24017163,81.24017163,95.23059609,81.24017163,33.48604625,33.48604625,34.70278705,34.70278705,259.1049999,2.947675,1200.9534,1563,1218.9767,311.2533688,1004.802646,1.429172699,0.013794856,0.013850062,0.013319909,0.013319909,-24.1603259,0.156814784,30.138531,1795.005385,0,1447444,8042887
test,2238,144.4186,-17.5,68,30.52316357,0.015436936,0.779950346,70.40851897,70.40851897,91.2162875,70.40851897,33.03081731,33.03081731,33.48884721,33.48884721,417.8559998,3.052325,1161.1864,1563,1199.0932,260.2365018,984.6170759,8.637315257,0.020965488,0.021041044,0.020623983,0.020623983,-17.01563921,0.243019188,28.6811941,1794.806036,0,1503580,8040166
test,2239,144.94186,-17.5,68,36.58915928,0.019011108,0.730814727,63.10536173,63.10536173,87.86401796,63.10536173,33.04395356,33.04395356,33.3397667,33.3397667,675.3015996,3.1177325,1123.62794,1560.34884,1182.7442,209.925625,965.4699565,-1.993808529,0.010933995,0.01097016,0.010880832,0.010880832,6.738343631,0.471570246,27.68372324,1794.068922,0,1559787,8037282
test,2240,145.46512,-17.5,68,38.74013091,0.02327683,0.699737383,56.45226645,56.45226645,84.63372422,56.45226645,33.14337424,33.14337424,33.38686018,33.38686018,1073.126,3.18314,1086.47648,1557.20928,1167.0464,159.7449862,951.4870487,-15.91132958,0.01091365,0.01092159,0.010842435,0.010842435,15.77075627,0.809286877,27.73754877,1793.232741,0,1616068,8034235
test,2241,145.98837,-17.5,68,40.40169277,0.027884081,0.675342077,53.69943233,53.69943233,82.13530202,53.69943233,33.15976729,33.15976729,32.95046751,32.95046751,11.36810024,3.24854625,1052.74432,1528.18617,1154.76749,108.612992,938.1499223,-2.717999142,0.007329664,0.007332077,0.00734545,0.00734545,-3.942627037,1.227885319,27.92278281,1792.299402,0,1672425,8031024
test,2242,122.6087,-17,68,22.0630655,0.011551512,0.824727116,149.0727834,149.0727834,193.7701134,149.0727834,33.18130684,33.18130684,33.1194478,33.1194478,23.91200005,2,2239.7389,1566.33695,629.2848582,1298.4785,907.9842054,-5.92771637,0.013220028,0.013235513,0.013293788,0.013293788,8.357628812,-6.600164874,53.16389747,1794.758139,0,-827620,8077995
test,2243,123.13043,-17,68,18.5142477,0.012557486,0.810748703,149.9644874,149.9644874,199.5425954,149.9644874,33.49956246,33.49956246,32.27685446,32.27685446,36.68550003,2,2212.08721,1565.554355,640.971623,1327.17365,915.3679561,-16.31254726,0.013077981,0.013098455,0.013883726,0.013883726,-18.67747095,-7.527410903,56.42314598,1793.933287,0,-771034,8081552
test,2244,123.65217,-17,68,25.30266936,0.013260433,0.794973555,151.5489134,151.5489134,205.491808,151.5489134,33.85130147,33.85130147,32.28944022,32.28944022,-1.335899941,2,2185.119755,1565.91302,653.6324941,1355.56501,927.6283366,-22.08528757,0.012883522,0.012899021,0.013850955,0.013850955,-47.18440541,-8.158461923,63.13376361,1793.290412,0,-714535,8084946
test,2245,124.17391,-17,68,26.52305533,0.013119875,0.752542217,154.8156876,154.8156876,211.8699712,154.8156876,34.28434563,34.28434563,34.37900898,34.37900898,79.4578001,2,2159.815365,1569.04346,668.6585998,1383.21723,937.9866614,-16.65632006,0.012394326,0.012407743,0.0125015,0.0125015,-51.68975881,-8.485873569,69.99983175,1793.089537,0,-658122,8088179
test,2246,124.69565,-17,68,16.60704971,0.012687575,0.710247635,157.4280168,157.4280168,217.3985186,157.4280168,34.73891141,34.73891141,36.48031682,36.48031682,162.4499993,2,2135.19575,1573.641275,684.7705665,1410.47815,944.5407654,-19.99019632,0.019430857,0.019442939,0.018513594,0.018513594,-44.33095485,-8.484492566,77.17680984,1793.087441,0,-601791,8091252
test,2247,125.21739,-17,68,13.09117125,0.012849433,0.712368431,158.949582,158.949582,221.5110105,158.949582,35.22934729,35.22934729,38.6011902,38.6011902,338.9208995,2,2111.71745,1580.684765,702.6923387,1437.08689,952.012899,-37.92911076,0.024978835,0.024987323,0.022681711,0.022681711,-47.14479034,-8.114284251,84.93659057,1793.416649,0,-545536,8094165
test,2248,125.73913,-17,68,18.53558858,0.013910879,0.765708272,159.671268,159.671268,224.5850735,159.671268,35.74250035,35.74250035,40.19119469,40.19119469,341.7062999,2,2089.554365,1589.52173,721.9173723,1440.380455,960.7702909,-44.21571188,0.030356419,0.030352992,0.026818,0.026818,-68.40939968,-7.338418131,93.5123057,1793.646025,0,-489355,8096921
test,2249,126.26087,-17,68,21.110007,0.015510476,0.820514165,159.4476361,159.4476361,226.4318943,159.4476361,36.28250117,36.28250117,41.15380463,41.15380463,351.5546998,1.869565,2068.945635,1600.47827,742.6826338,1416.119545,972.5490873,-36.73130865,0.029904611,0.029887822,0.026198961,0.026198961,-96.59888585,-6.150520418,97.19459665,1793.757417,0,-433244,8099520
test,2250,126.78261,-17,68,20.81442651,0.016637636,0.834950086,161.5705608,161.5705608,226.4951103,161.5705608,36.84369796,36.84369796,41.74902178,41.74902178,470.7717,1.608695,2049.749955,1613.41308,764.1968015,1386.489045,987.3492881,-26.80099545,0.029449129,0.029417636,0.025781808,0.025781808,-103.2038288,-4.60236523,95.98346341,1793.527,0,-377197,8101963
test,2251,127.30435,-17,68,28.74667075,0.01593241,0.801255697,165.6790205,165.6790205,225.0491319,165.6790205,37.42282968,37.42282968,42.03337012,42.03337012,615.8174998,1.347825,2031.749925,1628.0218,786.344655,1352.315075,1005.384118,-14.80107945,0.028993328,0.028950637,0.025552464,0.025552464,-61.37223078,-2.817692272,93.25579772,1793.007362,0,-321212,8104251
test,2252,127.82609,-17,68,42.55585541,0.012529033,0.699492054,172.4950631,172.4950631,221.5451384,172.4950631,37.95467757,37.95467757,41.92151969,41.92151969,465.9250999,1.086955,2015.54339,1644.750105,809.9110119,1320.26069,1025.729367,33.19586388,0.031200084,0.031171938,0.02794507,0.02794507,25.81981123,-0.980482825,89.4449088,1792.817555,0,-265284,8106385
test,2253,128.34783,-17,68,27.44260583,0.007420116,0.47649828,180.9356223,180.9356223,216.8063609,180.9356223,38.45815576,38.45815576,41.57195484,41.57195484,308.9599018,1,2000.41293,1662.750135,834.3284534,1289.47803,1049.371358,102.790582,0.025048834,0.025044316,0.023009769,0.023009769,122.5257388,0.703800381,87.01656664,1792.825644,0,-209409,8108366
test,2254,128.86957,-17,68,-2.1314451,0.003266646,0.230177978,184.3263313,184.3263313,212.8764014,184.3263313,39.13718054,39.13718054,41.66956865,41.66956865,189.2645998,1,1987.49989,1683.15237,858.4871802,1260.91279,1074.661672,121.6371554,0.010434426,0.010431655,0.009701149,0.009701149,189.7893746,2.063285424,85.27947799,1793.126812,0,-153584,8110194
test,2255,129.3913,-17,68,-0.698518801,0.001712772,0.146238921,185.6377456,185.6377456,209.2795405,185.6377456,39.88847202,39.88847202,41.95130234,41.95130234,295.8239999,1,1975.5001,1704.5433,882.5389204,1233.2611,1091.062706,119.5882809,0.010576799,0.010558574,0.009958566,0.009958566,206.6311495,3.007484315,86.02337963,1793.548648,0,-97805,8111871
test,2256,129.91304,-17,68,11.06983906,0.002245456,0.262516858,181.3053491,181.3053491,206.5865642,181.3053491,40.56543057,40.56543057,41.54326459,41.54326459,354.2292001,1,1965.97832,1728.41288,893.0434274,1208.9132,1104.501142,91.84640534,0.028647614,0.028608797,0.027748886,0.027748886,164.9723145,3.546323035,87.59427591,1793.719552,0,-42067,8113396
test,2257,130.43478,-17,68,13.53218102,0.002875536,0.36738352,175.4876607,175.4876607,204.131482,175.4876607,41.22282309,41.22282309,40.95369783,40.95369783,251.1980002,1,1957.10874,1752.93466,899.9825789,1185.4349,1115.110906,57.3428967,0.029156985,0.029129809,0.029172663,0.029172663,75.15505018,3.771507906,89.61895258,1793.824416,0,13634,8114771
test,2258,130.95652,-17,68,14.13323418,0.002761376,0.332485587,175.2153535,175.2153535,204.1137691,175.2153535,42.0947797,42.0947797,41.17445477,41.17445477,197.0751999,1,1950.75002,1770.38038,907.7434609,1165.60876,1125.154911,23.33238401,0.017622868,0.017616195,0.017992805,0.017992805,-10.237387,3.809778246,91.73438951,1793.897989,0,69300,8115996
test,2259,131.47826,-17,68,16.07223914,0.002326168,0.289578014,175.7352784,175.7352784,204.4442671,175.7352784,42.99738966,42.99738966,41.51097731,41.51097731,194.4559999,1,1944.75001,1786.81519,915.6217381,1146.30438,1139.941407,-10.6076976,0.0105803,0.010569677,0.010964898,0.010964898,-16.48162975,3.770361031,92.43165958,1793.967091,0,124937,8117072
test,2260,132,-17,68,18.13288116,0.001874115,0.265459382,182.328743,182.328743,207.4442749,182.328743,43.97999954,43.97999954,41.91749954,41.91749954,256.5,1,1942,1776.25,929.5,1129.75,1155.159058,65.34741938,0.012456442,0.012437316,0.013103151,0.013103151,70.30799866,3.711800098,93,1794.304474,0,180548,8117998
test,2261,132.52174,-17,68,15.52684814,0.001104182,0.167544389,188.9179485,188.9179485,210.5349521,188.9179485,44.95782668,44.95782668,42.33815277,42.33815277,263.3044,1,1939.52174,1764.43476,943.7587119,1113.52172,1173.31296,139.9863791,0.012951442,0.012926636,0.013773332,0.013773332,158.9453337,3.63899543,93,1794.70486,0,236137,8118776
test,2262,133.04348,-17,68,12.35117964,1.33E-05,-0.000792906,189.3356606,189.3356606,213.0414313,189.3356606,45.7456552,45.7456552,43.01380611,43.01380611,242.728,1,1940.04348,1750.86952,960.7674391,1102.04344,1191.79636,74.45973385,0.012722757,0.012674645,0.013652303,0.013652303,153.4371632,3.528351586,92.60123905,1796.286003,0,291708,8119405
test,2263,133.56522,-17,68,2.909782949,-0.000496737,-0.068237754,188.9483635,188.9483635,215.4717077,188.9483635,46.46663299,46.46663299,44.0396909,44.0396909,242.5,1,1940.95654,1737.63038,978.2718387,1091.24997,1213.904073,17.75932663,0.012533494,0.012487974,0.013199774,0.013199774,70.65712887,3.353855368,87.8162911,1797.744989,0,347264,8119886
